time,x,y,z,vx,vy,vz,Eccentricity
0,0.247857796960336,9.708773245570466,1.2988219402603156,0.0,-258.3213614500587,1995.4277143756033,0.0,0.00725502893631051
0,0.24791908154009443,9.692176804847957,1.4210052212046913,0.0,-283.28965363690276,1991.9269708293505,0.0,0.0047104901724596355
0,0.24798236436720555,9.67343497853403,1.5469369619403373,0.0,-309.02081072505905,1987.9830804497844,0.0,0.0022633845102648115
0,0.24804342348445255,9.653809837651858,1.6681972058180932,0.0,-333.7943666811743,1983.8616293555701,0.0,0.002967910613353977
0,0.2481046706726089,9.632606315921839,1.7895686094268086,0.0,-358.5875175660361,1979.416314690603,0.0,0.006106866535210055
0,0.24816799508744516,9.609089010956342,1.9147598701846626,0.0,-384.15762790943654,1974.4934058865097,0.0,0.009726689796286242
0,0.2482315603432168,9.583855989938248,2.0401031652100463,0.0,-409.7553167501302,1969.218534115472,0.0,0.013330012532420974
0,0.24829431351800343,9.557351528910814,2.163505935908918,0.0,-434.9532466524135,1963.6845339427207,0.0,0.01664748055796832
0,0.2483572729857298,9.529173276589125,2.2869551620538418,0.0,-460.15716186823863,1957.8073572228604,0.0,0.0195737722711057
0,0.24842222148925178,9.498444705420914,2.413905759185846,0.0,-486.0722205014948,1951.4045561394269,0.0,0.022041312101730846
0,0.2484877341264079,9.465747078382599,2.541526356109125,0.0,-512.120199404661,1944.5976621124778,0.0,0.023884014451664538
0,0.24855229699451287,9.431857004199454,2.6668494150143225,0.0,-537.6954305863934,1937.5483602607048,0.0,0.02505486409531205
0,0.2486161810312162,9.396701096531018,2.7903961756545668,0.0,-562.9044217538037,1930.2412444675665,0.0,0.025650951896582324
0,0.24867934243757311,9.36036275748288,2.9120762537143547,0.0,-587.7288493892083,1922.693548106346,0.0,0.02583647261997646
0,0.2487425081716586,9.322457053081916,3.033277782339826,0.0,-612.4519727013716,1914.8253071397157,0.0,0.02583839518971952
0,0.24880656546364996,9.282424918616087,3.1556720642764144,0.0,-637.4146294529752,1906.5206571999545,0.0,0.025922963046236105
0,0.24886695060254294,9.243226707741718,3.270553653649757,0.0,-660.8415593156146,1898.393493745142,0.0,0.02631389224288138
0,0.24892563713251373,9.203778588544191,3.3817252314488315,0.0,-683.5086690589884,1890.2186089487718,0.0,0.027123768058542982
0,0.2489837037206842,9.163440862949885,3.4912424752152598,0.0,-705.8352834041481,1881.863277773385,0.0,0.028362051103434715
0,0.2490426044751851,9.12120224714036,3.6018294244260245,0.0,-728.3767085175026,1873.1181253677921,0.0,0.02996850194959812
0,0.24909847794059822,9.079910318558401,3.7062494204011216,0.0,-749.6580331321477,1864.5725811399031,0.0,0.03166359765558618
0,0.2491530652753932,9.038423242045255,3.807798266362547,0.0,-770.3512957599578,1855.9900053696263,0.0,0.03331672359311345
0,0.24920822261607073,8.995358379215297,3.9099252095156216,0.0,-791.1594134598163,1847.0843681660838,0.0,0.034836978646277786
0,0.24926306618187974,8.951403386576864,4.010977788990767,0.0,-811.7456630595067,1837.9979612008435,0.0,0.03608884611628667
0,0.2493162242957564,8.907724407990973,4.108443338029993,0.0,-831.5983118479865,1828.9717363298496,0.0,0.036996016903192236
0,0.24936958739105405,8.862818275285596,4.20579637174469,0.0,-851.4251809022604,1819.694995509024,0.0,0.03759428558454831
0,0.24942494847050983,8.815115633714266,4.306265028291357,0.0,-871.8835109789845,1809.8437874696726,0.0,0.03792577266601187
0,0.24947831259767844,8.768064585006826,4.402587532376279,0.0,-891.4945756439847,1800.1302441256764,0.0,0.03805028300701003
0,0.24953160506231328,8.720035207850165,4.498257717165181,0.0,-910.969869047067,1790.2177491341522,0.0,0.03809658536999788
0,0.24958610438419573,8.669847866121641,4.595542203944618,0.0,-930.7706896796524,1779.8629894308967,0.0,0.03819247896608316
0,0.2496417753948299,8.617470749684824,4.694329315062189,0.0,-950.8740885070681,1769.0596529911709,0.0,0.03846537802380459
0,0.2496962046553842,8.565183257826845,4.790325483747371,0.0,-970.406311999139,1758.2779308183206,0.0,0.03898610074268326
0,0.24975128464877064,8.511191819593838,4.886865911091699,0.0,-990.0460168188149,1747.1479819607812,0.0,0.039792307613561846
0,0.2498088233008197,8.45363895287937,4.987054366995741,0.0,-1010.4243351753346,1735.287210086888,0.0,0.040888158140624464
0,0.24986748943142906,8.393755401113253,5.088496255510111,0.0,-1031.0538747215437,1722.9496109796128,0.0,0.04215718440286869
0,0.24992626770331472,8.332548129073697,5.189398952605915,0.0,-1051.5699725593597,1710.3428030853333,0.0,0.04342258481988988
0,0.2499864908874369,8.26859031959271,5.292005961185708,0.0,-1072.4286537782348,1697.173093939799,0.0,0.04453413987166067
0,0.2500493583359548,8.200489644872082,5.398263681237414,0.0,-1094.02520828264,1683.1542095277205,0.0,0.04531662700432746
0,0.25011533157978827,8.127571102043227,5.508813466586358,0.0,-1116.4894192726654,1668.1477962442489,0.0,0.04556624927151065
0,0.25018479052298226,8.049205997116704,5.624123230126386,0.0,-1139.9156878544427,1652.02518724904,0.0,0.04508777892391413
0,0.25025583449798927,7.967377889964505,5.740893849503119,0.0,-1163.633241072404,1635.1950721524604,0.0,0.04378245352670391
0,0.25032681119179473,7.883953545010641,5.856347837335958,0.0,-1187.0778232202506,1618.0416505930946,0.0,0.04171987596905222
0,0.2503962915406992,7.800684822447309,5.968177152689808,0.0,-1209.781003165482,1600.9250691859863,0.0,0.039116373339957135
0,0.25046324108508555,7.718964816184294,6.074797828123115,0.0,-1231.421734418696,1584.1313769352575,0.0,0.03626371831662015
0,0.2505281256295979,7.6383902313411,6.177047893212821,0.0,-1252.1706790213339,1567.5773338155238,0.0,0.033399475280353065
0,0.2505919693094652,7.5578011534425285,6.276600786908819,0.0,-1272.367803102175,1551.024425463798,0.0,0.030698768350104214
0,0.25065628936544804,7.475313962260029,6.375819420479985,0.0,-1292.4925968097077,1534.0857948809796,0.0,0.028271426763576205
0,0.2507172840188076,7.395902157559577,6.4688944289752275,0.0,-1311.3670680243395,1517.7825608551327,0.0,0.026328432128251155
0,0.25077611368548647,7.318224208426344,6.557717139219369,0.0,-1329.3753477776722,1501.8388802578106,0.0,0.024772753762362768
0,0.25083495891981067,7.239471596758435,6.645618747534641,0.0,-1347.1930580878493,1485.6781757647054,0.0,0.0234327088217068
0,0.25089444894822505,7.1587962219141446,6.733510515550404,0.0,-1365.0048728508987,1469.1265436695608,0.0,0.022145157171419017
0,0.25095110092696404,7.080990036192679,6.816288275460295,0.0,-1381.7766375667886,1453.1669889149841,0.0,0.020831180145420528
0,0.25100692845742606,7.0033917854613135,6.896971646304683,0.0,-1398.1205370444186,1437.2533747158566,0.0,0.019336854606908496
0,0.2510637817231143,6.923435407973026,6.978219065364857,0.0,-1414.5750858011806,1420.859537949568,0.0,0.017545770650428675
0,0.25112101318493973,6.8420078692188095,7.059060178843048,0.0,-1430.9436468460012,1404.1675191017634,0.0,0.015468397393692377
0,0.2511772024183144,6.761157267539287,7.13749457778151,0.0,-1446.821264870452,1387.5971559784693,0.0,0.01324215558461359
0,0.25123420524326207,6.67822995677246,7.2161080904168555,0.0,-1462.7314369110736,1370.604611373469,0.0,0.010987515835294271
0,0.2512941276451237,6.590083847250841,7.2976979589455535,0.0,-1479.239931568025,1352.5464332392069,0.0,0.009017929176587378
0,0.25135262170400696,6.5030910640908415,7.376293671143114,0.0,-1495.1385799022737,1334.7282386083148,0.0,0.008082224351680448
0,0.2514112526837793,6.414967743693959,7.454021970025525,0.0,-1510.8577545306737,1316.682156150878,0.0,0.0085208088496173
0,0.2514716034388341,6.323303824628545,7.532919393842995,0.0,-1526.8091526006979,1297.91485900688,0.0,0.010064717466321567
0,0.2515350619792556,6.225889201915258,7.614651590861039,0.0,-1543.3290580697762,1277.9743511341162,0.0,0.012117180458013686
0,0.25159709655213025,6.12965508866934,7.693320329333045,0.0,-1559.2251746343038,1258.2796299642941,0.0,0.013999499196680436
0,0.2516592002808858,6.03233377898783,7.770846855093564,0.0,-1574.8859304323068,1238.3664946468596,0.0,0.015458973640282623
0,0.25172221473187645,5.932599387211877,7.8482400429276735,0.0,-1590.5150815277498,1217.9637757750368,0.0,0.01635631560615707
0,0.2517869028619821,5.829200424332112,7.926344929682554,0.0,-1606.2830618143403,1196.8157394725145,0.0,0.016629280832645872
0,0.2518518905647927,5.724304734323775,8.00342734633995,0.0,-1621.8396307676635,1175.3659984056867,0.0,0.016320467597308073
0,0.251914240411909,5.622725037932211,8.076064760578692,0.0,-1636.4944177325851,1154.5984836936634,0.0,0.01566496374372129
0,0.25197519392759515,5.52254488554272,8.145818381444142,0.0,-1650.562940224175,1134.12102094199,0.0,0.014975328452188503
0,0.25203478462669227,5.42378306376235,8.212800860951674,0.0,-1664.068300072074,1113.9372185705433,0.0,0.014605869839859726
0,0.252094656925805,5.323751474827565,8.278883755605726,0.0,-1677.3880438307053,1093.4976452285123,0.0,0.014861848573368202
0,0.25215290721294664,5.225671588401484,8.341997438939774,0.0,-1690.1052302716926,1073.4604577985494,0.0,0.01585150483408093
0,0.2522091936159382,5.130201171681794,8.401870489211682,0.0,-1702.1656110108408,1053.9597440454204,0.0,0.017411018836207423
0,0.25226534431706193,5.034290853832786,8.460501766833948,0.0,-1713.9720984461571,1034.3724902194178,0.0,0.01933603926046026
0,0.252323148057159,4.934871246663517,8.519706304640215,0.0,-1725.8900864070358,1014.0720241620274,0.0,0.021447635289891118
0,0.2523793623658202,4.837531184956068,8.576153699382115,0.0,-1737.249207839322,994.1995728244462,0.0,0.023420341803168716
0,0.25243460815803875,4.7412522594544795,8.630536735362492,0.0,-1748.189190657938,974.5470327459836,0.0,0.025144079233939003
0,0.25249055865588965,4.643135535167223,8.684503503102983,0.0,-1759.0416494371384,954.5226847224254,0.0,0.02660028453348785
0,0.2525479910170879,4.541795426720013,8.738730775842035,0.0,-1769.9424998944298,933.843983012723,0.0,0.0277828541411435
0,0.2526036644952016,4.442967826649407,8.790160385851316,0.0,-1780.2770589519364,913.6813611947658,0.0,0.0286787395299726
0,0.2526593200442429,4.343603364648507,8.840448304476022,0.0,-1790.3783194907803,893.412563875387,0.0,0.02942823866911797
0,0.2527173959544536,4.239325373363831,8.89171706016511,0.0,-1800.6724144859138,872.1450691922124,0.0,0.03019672906953915
0,0.25277520038661555,4.134948446365187,8.941516305059187,0.0,-1810.6671519674426,850.8610396686047,0.0,0.031099356012818886
0,0.25283268942708403,4.030575188415749,8.989820342717055,0.0,-1820.3574862906403,829.5813652549226,0.0,0.032253648966930476
0,0.25289213221833384,3.92207675740503,9.03847619503834,0.0,-1830.113807663462,807.4644283144851,0.0,0.033774952066732075
0,0.252953402024407,3.8096451321156706,9.087247997226614,0.0,-1839.8884176879503,784.5497403592778,0.0,0.03566293511866179
0,0.25301482651302976,3.6963373422671224,9.134730031746567,0.0,-1849.3993978207698,761.4605563139409,0.0,0.03776526395410113
0,0.25307678001057293,3.581470998360537,9.181180822763613,0.0,-1858.6985055234486,738.0578913117965,0.0,0.03992196440351603
0,0.253140515157506,3.462709900764092,9.227450729382516,0.0,-1867.9557362275568,713.865997575411,0.0,0.04197249832912447
0,0.2532078163808364,3.336674788460712,9.274631706860411,0.0,-1877.3888869453563,688.1970477158947,0.0,0.04373685127320941
0,0.25327724303948956,3.20600681326248,9.321488029538775,0.0,-1886.7501386148913,661.5895328907188,0.0,0.04493648264047113
0,0.25334706602014406,3.073950670849953,9.366744300800079,0.0,-1895.7843953378226,634.7044053481623,0.0,0.045384544156656194
0,0.25341735186558245,2.940395586664231,9.410400368174715,0.0,-1904.4916032605258,607.5191743641732,0.0,0.045031750818106106
0,0.25348695824267525,2.807541864140032,9.451747233747003,0.0,-1912.7305109018205,580.4816575717541,0.0,0.04394556666103571
0,0.25355409222425873,2.6788761175945934,9.48983902935311,0.0,-1920.3133001889705,554.3010678667309,0.0,0.04233997355680051
0,0.25361935438961064,2.553321135834808,9.525180895813174,0.0,-1927.3413884822862,528.7577521289465,0.0,0.04044365480589987
0,0.25368298744725465,2.4304691686302498,9.558032720578415,0.0,-1933.867165939248,503.7683954421638,0.0,0.0384895010865028
0,0.2537467320279455,2.306995876461155,9.589345263124773,0.0,-1940.079861510128,478.6566327534394,0.0,0.036640797559368714
0,0.25380899490264025,2.1860201862356154,9.61838232663801,0.0,-1945.8337481080428,454.05664684773785,0.0,0.03510701467415758
0,0.2538683000789418,2.0704668498000545,9.644613874414299,0.0,-1951.0246895420066,430.56276952700426,0.0,0.03397584122650386
0,0.25392717166442963,1.955462125049276,9.669273878272023,0.0,-1955.8975805264977,407.18379047030805,0.0,0.033158355009540036
0,0.25398651853738075,1.8392469489270162,9.692738286184749,0.0,-1960.526775919862,383.56211750327924,0.0,0.032546104298384976
0,0.25404419129928424,1.7260548038000423,9.714196244130026,0.0,-1964.7526108248167,360.5581399887927,0.0,0.03201119655647689
0,0.25410015866660507,1.6159840372036114,9.733750024767023,0.0,-1968.5959786031622,338.1915670850967,0.0,0.03140262011736369
0,0.25415661333352596,1.5047442222223406,9.752204729591256,0.0,-1972.2154402556341,315.590479648947,0.0,0.03057557457768469
0,0.2542144741852889,1.3905292952604564,9.769793988076472,0.0,-1975.6564446052696,292.38808736983566,0.0,0.029420953829902365
0,0.2542700978305337,1.2805500536007055,9.785436539531108,0.0,-1978.7077138014943,270.0491728604364,0.0,0.02799241292788829
0,0.25432561951296395,1.1706101342894724,9.79981041240025,0.0,-1981.5021539862441,247.72118261001114,0.0,0.026289310498721477
0,0.25438285655810555,1.05711861593563,9.813329822119142,0.0,-1984.119891274199,224.67494980410805,0.0,0.02434149995262974
0,0.25443953905413197,0.944586503871151,9.82541752029581,0.0,-1986.4488444181836,201.82658754924645,0.0,0.02237564005499987
0,0.2544956375921883,0.8330910191418578,9.836104899082184,0.0,-1988.4954873700185,179.19166842924628,0.0,0.02058761623999371
0,0.25455301542964826,0.7189417385109902,9.845721876039246,0.0,-1990.3227797181214,156.02102695364707,0.0,0.019128567146056877
0,0.2546129446840867,0.5996131342812963,9.85434647670773,0.0,-1991.943926548232,131.80229757402714,0.0,0.018172335905648856
0,0.254671835048541,0.48226695742867925,9.861407239482968,0.0,-1993.2507817382552,107.9891041439461,0.0,0.017827399136645345
0,0.25473088400910104,0.36453589062813613,9.867078643117063,0.0,-1994.2762334769536,84.10093130203002,0.0,0.017931519295575356
0,0.2547920582998746,0.2425126055553138,9.871466279116945,0.0,-1995.037649073971,59.345097552552566,0.0,0.0182417758683381
0,0.25485620151171606,0.11452762746156839,9.874440240074435,0.0,-1995.507091043159,33.38325585386965,0.0,0.01846179976390223
0,0.25491882525363174,-0.010444348845275946,9.87573714547205,0.0,-1995.6406107567946,8.03598012264888,0.0,0.018307579350113064
0,0.2549811709763325,-0.13485986632456712,9.875451597888286,0.0,-1995.4548630333222,-17.195189059160377,0.0,0.017623376747393452
0,0.25504423977510443,-0.26069639389968513,9.873562431059593,0.0,-1994.9435974820503,-42.71131514666111,0.0,0.016317620160672154
0,0.25510910719407404,-0.39007704208974675,9.869940994950605,0.0,-1994.0787009854037,-68.94278734317189,0.0,0.01434495730624663
0,0.25517592481244405,-0.5232768968616244,9.864432171248541,0.0,-1992.828628472805,-95.94517030167138,0.0,0.011762505750681914
0,0.2552403195045658,-0.6515564134275392,9.857416499961062,0.0,-1991.279334000276,-121.94688957943924,0.0,0.00898577086447196
0,0.2553032114701862,-0.7767357371595659,9.848949086683003,0.0,-1989.4401396644648,-147.31723925019864,0.0,0.006475499856139404
0,0.2553658491500675,-0.9012839314876636,9.838930845042071,0.0,-1987.2885545451347,-172.5568151949328,0.0,0.005208295466285714
0,0.255430124236239,-1.0289372689686647,9.827008281031329,0.0,-1984.7494169297875,-198.42273296773428,0.0,0.0062216939600640815
0,0.25549174998666024,-1.1511658143786287,9.81401709162391,0.0,-1982.0003371372484,-223.1867229564864,0.0,0.00851542245291188
0,0.2555521523545674,-1.2707944256899464,9.799803971892354,0.0,-1979.0074898603139,-247.42140984211701,0.0,0.011014026411815677
0,0.2556128831868489,-1.3908823064164322,9.784038999793756,0.0,-1975.7011647940071,-271.7466311371918,0.0,0.013374884247426628
0,0.2556741570296181,-1.511831217690213,9.766637279789432,0.0,-1972.06387057038,-296.24375109172996,0.0,0.015468268096369867
0,0.2557334244512588,-1.628598978585399,9.748378664600576,0.0,-1968.2582592156468,-319.89164386105176,0.0,0.017216424105725332
0,0.2557928135784389,-1.745371880825242,9.728678147764224,0.0,-1964.1619684633574,-343.53826530214144,0.0,0.0187782898746823
0,0.2558545063076299,-1.8664074747756374,9.706728065334765,0.0,-1959.6076701462632,-368.04566420341087,0.0,0.02034843919699197
0,0.25591446486522357,-1.9837627265723417,9.683947976966113,0.0,-1954.8900605078647,-391.8055299352992,0.0,0.02199121933768143
0,0.2559741653913765,-2.100323392452032,9.659852301133984,0.0,-1949.9081952946085,-415.4022693169178,0.0,0.02388050226595648
