time,Perturber-Binary Separation,a_perturber,Time-Step
0,0.0,4.0026843701897326,10.853474363392468,0.00014710135924142205
0,0.00014710135924142205,4.002892414078605,10.853501215171397,6.318421947731528e-05
0,0.00021028557871873732,4.003111124191987,10.85352965853549,6.244984811985864e-05
0,0.00027273542683859596,4.003402988721638,10.853567592095779,6.277786023339079e-05
0,0.00033551328707198674,4.003771537126356,10.85361540113991,6.484916074199377e-05
0,0.00040036244781398053,4.00423046674141,10.853674768663266,6.584274162969876e-05
0,0.0004662051894436793,4.004776656969234,10.853745179710796,6.483908796579531e-05
0,0.0005310442774094746,4.005392292795141,10.853824236400527,6.557914287850038e-05
0,0.0005966234202879749,4.006092077253886,10.853913731684592,6.637219987495153e-05
0,0.0006629956201629264,4.006877740659939,10.854013788279456,6.842034693944141e-05
0,0.0007314159671023678,4.007767338030816,10.85412660680744,6.76952995649517e-05
0,0.0007991112666673195,4.0087250823128935,10.854247586090358,6.57999280984837e-05
0,0.0008649111947658032,4.009727804420092,10.854373803944313,6.367105718879204e-05
0,0.0009285822519545953,4.0107632623970835,10.854503763101372,6.232943240568718e-05
0,0.0009909116843602826,4.011836733580134,10.854638183982228,6.156102419098395e-05
0,0.0010524727085512665,4.012952701885608,10.85477769095711,6.196633322333319e-05
0,0.0011144390417745997,4.014129363995607,10.854924626063905,5.8704647997118975e-05
0,0.0011731436897717187,4.015290915579959,10.855069605173469,5.647594107266843e-05
0,0.001229619630844387,4.016448936669022,10.855214153969216,5.6123022527907726e-05
0,0.0012857426533722947,4.017636726330408,10.855362498369729,5.7106804377378167e-05
0,0.001342849457749673,4.018880673118188,10.855518005735235,5.382330534548437e-05
0,0.0013966727630951572,4.020083380594144,10.855668551723776,5.313503310303111e-05
0,0.0014498077961981883,4.021297338304364,10.85582073528732,5.354292779520172e-05
0,0.00150335072399339,4.022545250698948,10.855977440289694,5.311798184264492e-05
0,0.0015564687058360349,4.023805659488974,10.856135999940863,5.1501286054913725e-05
0,0.0016079699918909486,4.025047185308496,10.856292465416251,5.171038847749399e-05
0,0.0016596803803684427,4.026311374937123,10.856452063716356,5.34805227220693e-05
0,0.001713160903090512,4.027635790564514,10.856619542274101,5.186723648470908e-05
0,0.001765028139575221,4.028935284100989,10.85678411275251,5.144294246042443e-05
0,0.0018164710820356455,4.030237521918716,10.856949232777538,5.2561677664044455e-05
0,0.00186903275969969,4.031580713035507,10.857119709333023,5.415287966972775e-05
0,0.0019231856393694177,4.032976863713655,10.857297026498584,5.3244209251773366e-05
0,0.001976429848621191,4.034360826883972,10.857472855059711,5.349567124870367e-05
0,0.0020299255198698947,4.035761725085843,10.85765083389744,5.6074554269548484e-05
0,0.002086000074139443,4.037240536908264,10.85783864541893,5.76367685859503e-05
0,0.0021436368427253934,4.038770796310328,10.858032854438337,5.6707387966605224e-05
0,0.0022003442306919984,4.0402857158626215,10.858224922856197,5.869098304702518e-05
0,0.0022590352137390234,4.041862515811598,10.858424583227597,6.0901667529435534e-05
0,0.002319936881268459,4.043507276214643,10.85863253538182,6.46952370552196e-05
0,0.002384632118323679,4.045262797227124,10.858854113653706,6.767843924198791e-05
0,0.002452310557565667,4.047106837366895,10.859086441364797,6.807965659077518e-05
0,0.002520390214156442,4.048967735100081,10.85932047679563,6.861975119746071e-05
0,0.002589009965353903,4.050847268090053,10.859556482499615,6.853341802984002e-05
0,0.0026575433833837428,4.05272598441611,10.859792085588932,6.729020612682732e-05
0,0.00272483358951057,4.05456973374939,10.860023102906963,6.689700293655292e-05
0,0.0027917305924471227,4.056399432672188,10.860252264555609,6.727186559473584e-05
0,0.0028590024580418586,4.058233674170919,10.860482008195094,6.57360071080273e-05
0,0.0029247384651498857,4.060018241556423,10.86070564748366,6.26908568284975e-05
0,0.0029874293219783834,4.061711029815769,10.860917982456403,6.191444024221174e-05
0,0.003049343762220595,4.063372478345922,10.861126648679717,6.36359555856397e-05
0,0.0031129797178062347,4.06506789944729,10.86133991396565,6.102196353011672e-05
0,0.0031740016813363516,4.066680868258628,10.861543164626731,5.976454807336335e-05
0,0.003233766229409715,4.068247578154757,10.861740945124126,6.034174788566642e-05
0,0.0032941079772953815,4.069815728907204,10.861939268887589,6.12655872423995e-05
0,0.003355373564537781,4.071393422611042,10.86213915252785,5.900892685888368e-05
0,0.0034143824913966648,4.072899068150673,10.86233020925537,5.914595556203544e-05
0,0.0034735284469587,4.07439452728731,10.862520220044477,6.170387413476083e-05
0,0.003535232321093461,4.075940275926408,10.862716816526008,6.154543324304418e-05
0,0.0035967777543365054,4.077467781931365,10.862911212373156,6.109656053454727e-05
0,0.0036578743148710526,4.0789705008691834,10.863102486016487,6.248564935496065e-05
0,0.003720359964226013,4.080493838575038,10.863296327179109,6.488020534511391e-05
0,0.003785240169571127,4.082061615311892,10.86349566814033,6.515698018436972e-05
0,0.003850397149755497,4.083622313530125,10.863693862100867,6.42833237256713e-05
0,0.003914680473481168,4.085148973210854,10.863887419367664,6.371137191526254e-05
0,0.00397839184539643,4.086649446213117,10.86407729871366,6.357900693291749e-05
0,0.0040419708523293475,4.088134360329386,10.864264827190974,6.356407224378076e-05
0,0.004105534924573128,4.089606376972297,10.864450342639943,6.418953845289722e-05
0,0.004169724463026025,4.091079821621198,10.864635669952753,6.046623105742408e-05
0,0.0042301906940834496,4.09245533910237,10.864808382396436,5.82947565194743e-05
0,0.004288485450602924,4.0937694762946295,10.864973167003125,5.7422475970179015e-05
0,0.0043459079265731025,4.095051860593505,10.865133819067337,5.7738093277601783e-05
0,0.004403646019850704,4.096328558081984,10.865293676505493,5.5242294329421584e-05
0,0.004458888314180126,4.09753750319382,10.865445041487513,5.328125239842424e-05
0,0.00451216956657855,4.098691345896576,10.865589561623388,5.279322675580575e-05
0,0.004564962793334355,4.09982233972662,10.86573132930193,5.40919353855273e-05
0,0.004619054728719882,4.100968046295187,10.865875107584294,5.229612116263751e-05
0,0.00467135084988252,4.102062765835568,10.866012691528146,5.152878080826648e-05
0,0.004722879630690786,4.103128739971352,10.866146892375498,5.2396091620370156e-05
0,0.004775275722311156,4.104199619207924,10.86628196744011,5.3214951549633144e-05
0,0.00482849067386079,4.1052737595659465,10.866417730574662,5.214762011106049e-05
0,0.00488063829397185,4.106313277101202,10.866549387416393,5.20322579127336e-05
0,0.004932670551884583,4.107337793424277,10.866679397533533,5.4232971047841e-05
0,0.004986903522932424,4.108392461568467,10.866813476761955,5.420496600107606e-05
0,0.0050411084889335,4.109433572866564,10.866946041594591,5.383940090412206e-05
0,0.005094947889837623,4.110455293666738,10.867076296146426,5.519105203806472e-05
0,0.005150138941875687,4.111490456556979,10.867208370900638,5.855962970130465e-05
0,0.005208698571576992,4.1125759896840846,10.867346919505342,5.7784194466205076e-05
0,0.005266482766043197,4.1136349518404955,10.867482049770707,5.841290796770828e-05
0,0.005324895674010906,4.114693849150389,10.867617069953859,6.045578055143791e-05
0,0.0053853514545623435,4.115778226999864,10.867755158295317,6.380271268157726e-05
0,0.00544915416724392,4.116910602445731,10.867899088017285,6.53942723935655e-05
